2020/11/19 16:42:47.554 [E] [server.go:2843]  template: author/auth_list.html:78:22: executing "author/auth_list.html" at <.auths.AuthName>: can't evaluate field auths in type author.Auth
2020/11/27 17:20:07.499 [E] [value.go:475]  <nil>
2020/11/27 17:20:07.570 [E] [value.go:475]  <nil>
2020/11/27 17:20:07.646 [E] [value.go:475]  <nil>
2020/11/27 17:20:07.728 [E] [value.go:475]  <nil>
2020/11/27 17:20:07.797 [E] [value.go:475]  <nil>
2020/11/27 17:20:07.867 [E] [value.go:475]  <nil>
2020/11/27 17:21:17.885 [E] [value.go:475]  <nil>
2020/11/27 17:21:18.066 [E] [value.go:475]  <nil>
2020/11/27 17:21:18.212 [E] [value.go:475]  <nil>
2020/11/27 17:21:18.295 [E] [value.go:475]  <nil>
2020/11/27 17:21:18.378 [E] [value.go:475]  <nil>
2020/11/27 17:21:18.461 [E] [value.go:475]  <nil>
2020/11/27 17:21:18.544 [E] [value.go:475]  <nil>
2020/11/27 17:21:18.623 [E] [value.go:475]  <nil>
2020/11/27 17:21:18.705 [E] [value.go:475]  <nil>
2020/11/27 17:21:18.788 [E] [value.go:475]  <nil>
2020/11/27 17:21:18.871 [E] [value.go:475]  <nil>
2020/11/27 17:21:18.953 [E] [value.go:475]  <nil>
2020/11/27 17:21:19.036 [E] [value.go:475]  <nil>
2020/11/27 17:21:19.118 [E] [value.go:475]  <nil>
2020/11/27 17:21:19.233 [E] [value.go:475]  <nil>
2020/11/27 17:21:19.420 [E] [value.go:475]  <nil>
2020/11/27 17:21:19.504 [E] [value.go:475]  <nil>
2020/11/27 17:21:19.585 [E] [value.go:475]  <nil>
2020/11/27 17:21:19.669 [E] [value.go:475]  <nil>
2020/11/27 17:21:19.750 [E] [value.go:475]  <nil>
2020/11/27 17:21:19.833 [E] [value.go:475]  <nil>
2020/11/27 17:21:19.950 [E] [value.go:475]  <nil>
2020/11/27 17:21:20.035 [E] [value.go:475]  <nil>
2020/11/27 17:21:20.117 [E] [value.go:475]  <nil>
2020/11/27 17:22:27.892 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.037 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.073 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.155 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.227 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.274 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.317 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.366 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.414 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.460 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.507 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.554 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.601 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.648 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.693 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.742 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.789 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.825 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.872 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.919 [E] [value.go:475]  <nil>
2020/11/27 17:22:28.956 [E] [value.go:475]  <nil>
2020/11/27 17:22:29.009 [E] [value.go:475]  <nil>
2020/11/27 17:22:29.060 [E] [value.go:475]  <nil>
2020/11/27 17:22:29.106 [E] [value.go:475]  <nil>
2020/11/27 20:21:17.068 [E] [server.go:2843]  template: finance/finance_echart_list.html:68:13: executing "finance/finance_echart_list.html" at <eq .Count 0>: error calling eq: invalid type for comparison
2020/11/27 21:11:22.199 [E] [value.go:475]  <nil>
2020/11/27 21:14:32.471 [E] [value.go:475]  <nil>
2020/11/28 16:21:02.827 [E] [server.go:2843]  template: news/news_list.html:62:14: executing "news/news_list.html" at <eq .Count 0>: error calling eq: invalid type for comparison
2020/11/28 16:21:24.102 [E] [server.go:2843]  template: news/news_list.html:62:14: executing "news/news_list.html" at <eq .Count 0>: error calling eq: invalid type for comparison
2020/11/28 17:55:44.152 [E] [server.go:2843]  template: news/news_list.html:70:27: executing "news/news_list.html" at <.Category.Des>: can't evaluate field Des in type *news.Category
2020/11/28 20:10:48.569 [E] [server.go:2843]  template: news/news_edit.html:44:74: executing "news/news_edit.html" at <.news_data.Name>: can't evaluate field Name in type interface {}
2020/12/02 16:59:50.084 [E] [server.go:2843]  template: index.html:29:84: executing "index.html" at <.user.UserName>: can't evaluate field UserName in type interface {}
2020/12/21 16:10:18.787 [E] [value.go:476]  <nil>
2020/12/21 16:16:24.839 [E] [value.go:476]  <nil>
2020/12/21 16:16:24.843 [E] [server.go:2843]  template: news/news_show.html:60:14: executing "news/news_show.html" at <eq .Count 0>: error calling eq: invalid type for comparison
2020/12/21 16:47:07.575 [E] [template.go:176]  parse template err: news/news_doShow.html template: news/news_doShow.html:8: function "new" not defined
2020/12/21 16:47:34.723 [E] [template.go:176]  parse template err: news/news_doShow.html template: news/news_doShow.html:8: function "data" not defined
2020/12/21 16:50:44.440 [E] [server.go:2843]  template: news/news_doShow.html:8:2: executing "news/news_doShow.html" at <str2html>: wrong number of args for str2html: want 1 got 0
